"","gene1","gene2","test","rawP","Bonferroni","BH","Holm","Hochberg","Hommel","BY"
"21","HVR1","NS1","less",0.00593384456177509,0.65272290179526,0.021757430059842,0.480641409503782,0.480641409503782,0.445038342133132,0.114927849830971
"22","HVR1","NS2","less",0.00089516578550672,0.0984682364057392,0.00393872945622957,0.0769842575535779,0.0769842575535779,0.0751939259825644,0.0208052930068185
"23","HVR1","NS3","less",9.24099720738133e-06,0.00101650969281195,9.0768057441271e-05,0.000924099720738133,0.000924099720738133,0.000896376729115989,0.000479458173431678
"24","HVR1","NS4A","less",0.000157295853298199,0.0173025438628019,0.000945045903997965,0.0146285143567325,0.0146285143567325,0.0139993309435397,0.00499195417102681
"25","HVR1","NS4B","less",1.48580346635533e-05,0.00163438381299086,0.000125721831768528,0.00145608739702822,0.00145608739702822,0.00142637132770112,0.000664092209522327
"26","HVR1","NS5A","less",9.90196990268411e-06,0.00108921668929525,9.0768057441271e-05,0.000980295020365727,0.000980295020365727,0.000960491080560359,0.000479458173431678
"27","HVR1","NS5B","less",1.54327875875744e-08,1.69760663463319e-06,3.39521326926638e-07,1.63587548428289e-06,1.63587548428289e-06,1.63587548428289e-06,1.79343129993359e-06
"28","E2","NS1","less",0.942912082073258,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"29","E2","NS2","less",0.881047428334921,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"30","E2","NS3","less",0.000584296841501404,0.0642726525651544,0.00267802719021477,0.0508338252106222,0.0508338252106222,0.0490809346861179,0.0141459678791906
"31","E2","NS4A","less",0.115530963269134,1,0.28240902132455,1,0.999999999999891,0.999999999999891,1
"32","E2","NS4B","less",0.00762828286055846,0.839111114661431,0.0262222223331697,0.602634345984118,0.602634345984118,0.564492931681326,0.138511930051115
"33","E2","NS5A","less",0.00581097943078121,0.639207737385933,0.021757430059842,0.476500313324059,0.476500313324059,0.435823457308591,0.114927849830971
"34","E2","NS5B","less",9.77893741893973e-12,1.07568311608337e-09,5.37841558041685e-10,1.06590417866443e-09,1.06590417866443e-09,1.06590417866443e-09,2.84100528626123e-09
"35","NS1","NS2","less",0.204845288775641,1,0.469437120110844,1,0.999999999999891,0.999999999999891,1
"36","NS1","NS3","less",0.000358773685214494,0.0394651053735943,0.00179386842607247,0.0319308579840899,0.0319308579840899,0.030495763243232,0.00947563386489747
"37","NS1","NS4A","less",0.017154714348013,1,0.0555005464200421,1,0.999999999999891,0.999999999999891,0.293166906521392
"38","NS1","NS4B","less",0.00103925028384354,0.11431753122279,0.0042339826378811,0.0872970238428575,0.0872970238428575,0.0872970238428575,0.0223648895781798
"39","NS1","NS5A","less",0.000941780940704104,0.103595903477451,0.00398445782605583,0.0800513799598489,0.0800513799598489,0.0791095990191448,0.0210468409840361
"40","NS1","NS5B","less",4.50771091667412e-09,4.95848200834153e-07,1.41883325781715e-07,4.86832779000805e-07,4.86832779000805e-07,4.82325068084131e-07,7.49461012358099e-07
"41","NS2","NS3","less",2.16037665269552e-05,0.00237641431796507,0.000158427621197671,0.0020739615865877,0.0020739615865877,0.0020739615865877,0.00083685186200783
"42","NS2","NS4A","less",0.0384367424339533,1,0.104896673025122,1,0.999999999999891,0.999999999999891,0.554088835493983
"43","NS2","NS4B","less",0.000462066700232731,0.0508273370256004,0.00220988421850437,0.0406618696204804,0.0406618696204804,0.0392756695197822,0.0116731268770971
"44","NS2","NS5A","less",0.00026400289450397,0.0290403183954367,0.00140678249995625,0.0240242633998613,0.0240242633998613,0.0227042489273414,0.00743095519347304
"45","NS2","NS5B","less",1.0927854178859e-13,1.20206395967449e-11,1.20206395967449e-11,1.20206395967449e-11,1.20206395967449e-11,1.20206395967449e-11,6.34958383709474e-11
"46","NS3","NS4A","less",0.640824968252408,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"47","NS3","NS4B","less",0.625486080381145,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"48","NS3","NS5A","less",0.778258556900507,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"49","NS3","NS5B","less",2.12178189126351e-05,0.00233396008038986,0.000158427621197671,0.00205812843452561,0.00205812843452561,0.00203691061561297,0.00083685186200783
"50","NS4A","NS4B","less",0.399953811513233,1,0.814720727156586,1,0.999999999999891,0.999999999999891,1
"51","NS4A","NS5A","less",0.474944145058942,1,0.949888290117883,1,0.999999999999891,0.999999999999891,1
"52","NS4A","NS5B","less",0.00790323320219695,0.869355652241664,0.0263441106739898,0.616452189771362,0.616452189771362,0.578648192651308,0.139155772862117
"53","NS4B","NS5A","less",0.625347704630487,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"54","NS4B","NS5B","less",8.11401339490219e-05,0.00892541473439241,0.000528985993181234,0.00770831272515708,0.00768472379185102,0.00746489232331001,0.00279422811516837
"55","NS5A","NS5B","less",8.06931784357568e-07,8.87624962793325e-05,1.10953120349166e-05,8.31139737888295e-05,8.31139737888295e-05,8.2307042004472e-05,5.86080411091491e-05
"56","Core","E1","greater",8.17523807643726e-05,0.00899276188408098,0.000528985993181234,0.00770831272515708,0.00768472379185102,0.00752121903032228,0.00279422811516837
"57","Core","HVR1","greater",1.5651029916585e-07,1.72161329082435e-05,2.4594475583205e-06,1.62770711132484e-05,1.62770711132484e-05,1.62770711132484e-05,1.29913789851272e-05
"58","Core","E2","greater",5.62123231173817e-06,0.000618335554291199,6.18335554291199e-05,0.000567744463485555,0.000567744463485555,0.000550880766550341,0.000326619345820134
"59","Core","NS1","greater",1.45754088844196e-06,0.000160329497728615,1.78143886365128e-05,0.000148669170621079,0.000148669170621079,0.000148669170621079,9.40997800023522e-05
"60","Core","NS2","greater",3.44047779633161e-08,3.78452557596477e-06,6.30754262660794e-07,3.61250168614819e-06,3.61250168614819e-06,3.61250168614819e-06,3.33179198921672e-06
"61","Core","NS3","greater",0.0326859434996437,1,0.0971744266205624,1,0.999999999999891,0.999999999999891,0.513298118359655
"62","Core","NS4A","greater",0.0528299927196829,1,0.138364266646788,1,0.999999999999891,0.999999999999891,0.730872516442321
"63","Core","NS4B","greater",0.023343849601291,1,0.0733663844612003,1,0.999999999999891,0.999999999999891,0.387538454349021
"64","Core","NS5A","greater",0.00545837529541013,0.600421282495114,0.0214436172319684,0.453045149519041,0.453045149519041,0.41483652245117,0.113270216854204
"65","Core","NS5B","greater",0.960912386428458,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"66","E1","HVR1","greater",0.000163235201599648,0.0179558721759613,0.000945045903997965,0.0150176385471677,0.0150176385471677,0.0145279329423687,0.00499195417102681
"67","E1","E2","greater",0.375088860300566,1,0.778486313831364,1,0.999999999999891,0.999999999999891,1
"68","E1","NS1","greater",0.0345562478871788,1,0.0974663401946069,1,0.999999999999891,0.999999999999891,0.51484007434017
"69","E1","NS2","greater",0.0715052009731683,1,0.178763002432921,1,0.999999999999891,0.999999999999891,0.944268116337147
"70","E1","NS3","greater",0.993549716894618,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"71","E1","NS4A","greater",0.815217061792494,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"72","E1","NS4B","greater",0.967984011006786,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"73","E1","NS5A","greater",0.966060896652273,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"74","E1","NS5B","greater",0.99999999484431,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"75","HVR1","E2","greater",0.999731862620604,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"76","HVR1","NS1","greater",0.994100465588111,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"77","HVR1","NS2","greater",0.999106848761133,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"78","HVR1","NS3","greater",0.999990768695167,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"79","HVR1","NS4A","greater",0.99984413206502,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"80","HVR1","NS4B","greater",0.999985178430669,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"81","HVR1","NS5A","greater",0.999990112794623,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"82","HVR1","NS5B","greater",0.999999984606568,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"83","E2","NS1","greater",0.0571153032563983,1,0.146108915307065,1,0.999999999999891,0.999999999999891,0.77178156754688
"84","E2","NS2","greater",0.118974482592217,1,0.284504197503127,1,0.999999999999891,0.999999999999891,1
"85","E2","NS3","greater",0.999415802938114,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"86","E2","NS4A","greater",0.884520382782672,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"87","E2","NS4B","greater",0.992373760356257,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"88","E2","NS5A","greater",0.994190096156067,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"89","E2","NS5B","greater",0.999999999990227,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"90","NS1","NS2","greater",0.79525634106982,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"91","NS1","NS3","greater",0.999641399279206,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"92","NS1","NS4A","greater",0.982892494732158,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"93","NS1","NS4B","greater",0.998961814249351,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"94","NS1","NS5A","greater",0.999058813606921,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"95","NS1","NS5B","greater",0.999999995498878,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"96","NS2","NS3","greater",0.99997840228478,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"97","NS2","NS4A","greater",0.961596373853547,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"98","NS2","NS4B","greater",0.999538158282524,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"99","NS2","NS5A","greater",0.999736084075328,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"100","NS2","NS5B","greater",0.999999999999891,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"101","NS3","NS4A","greater",0.359229364859262,1,0.778486313831364,1,0.999999999999891,0.999999999999891,1
"102","NS3","NS4B","greater",0.374535917657095,1,0.778486313831364,1,0.999999999999891,0.999999999999891,1
"103","NS3","NS5A","greater",0.221753477950549,1,0.497813930093069,1,0.999999999999891,0.999999999999891,1
"104","NS3","NS5B","greater",0.999978786744854,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"105","NS4A","NS4B","greater",0.600176745537974,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"106","NS4A","NS5A","greater",0.52513762854398,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"107","NS4A","NS5B","greater",0.992102686280957,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"108","NS4B","NS5A","greater",0.374682081539083,1,0.778486313831364,1,0.999999999999891,0.999999999999891,1
"109","NS4B","NS5B","greater",0.999918892413327,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
"110","NS5A","NS5B","greater",0.999999193337349,1,0.999999999999891,1,0.999999999999891,0.999999999999891,1
